2022-02-01			
name	facturer	price	currency
Товар 17373	Производитель 7	4753.88	Е
Товар 17374	Производитель 9	845.01	Р
Товар 17375	Производитель 2	9246.28	Р
Товар 17376	Производитель 1	6886.89	$
Товар 17377	Производитель 8	1301.48	Е
Товар 17378	Производитель 6	8172.85	Е
Товар 17379	Производитель 9	8688.01	$
Товар 17380	Производитель 2	4373.99	Е
Товар 17381	Производитель 4	5343.28	Е
Товар 17382	Производитель 12	9364.22	Е
Товар 17383	Производитель 8	4869.17	$
Товар 17384	Производитель 4	6699.8	$
Товар 17385	Производитель 10	4516.29	Е
Товар 17386	Производитель 6	408.71	Е
Товар 17387	Производитель 11	756.69	Е
Товар 17388	Производитель 3	9500.35	Р
Товар 17389	Производитель 11	9596.95	Р
Товар 17390	Производитель 12	1246.54	Е
Товар 17391	Производитель 12	605.84	$
Товар 17392	Производитель 5	4810.31	Р
Товар 17393	Производитель 6	8467.21	Е
Товар 17394	Производитель 6	7498.14	$
Товар 17395	Производитель 2	1236.43	Р
Товар 17396	Производитель 2	6464.68	Е
Товар 17397	Производитель 8	3791.02	Р
Товар 17398	Производитель 12	8734.88	$
Товар 17399	Производитель 5	6432.93	Р
Товар 17400	Производитель 8	8792.91	$
Товар 17401	Производитель 9	9743.33	Е
Товар 17402	Производитель 5	2057.6	Е
Товар 17403	Производитель 3	1538.46	Р
Товар 17404	Производитель 3	7521.45	Р
Товар 17405	Производитель 1	177.28	Е
Товар 17406	Производитель 10	1103.07	Р
Товар 17407	Производитель 5	3458.79	Е
Товар 17408	Производитель 5	6920.7	$
Товар 17409	Производитель 1	268.65	Е
Товар 17410	Производитель 8	4633.21	Р
Товар 17411	Производитель 4	3402.89	Е
Товар 17412	Производитель 6	7134.56	Р
Товар 17413	Производитель 6	8886.44	Р
Товар 17414	Производитель 10	8282.3	Е
Товар 17415	Производитель 11	2650.24	Е
Товар 17416	Производитель 1	8396.68	Р
Товар 17417	Производитель 1	178.16	Е
Товар 17418	Производитель 4	7542.67	Е
Товар 17419	Производитель 7	8603.19	$
Товар 17420	Производитель 9	4602.98	Р
Товар 17421	Производитель 11	5952.15	$
Товар 17422	Производитель 1	1891.73	Е
Товар 17423	Производитель 4	630.46	$
Товар 17424	Производитель 4	9359.94	Е
Товар 17425	Производитель 4	1773.18	Е
Товар 17426	Производитель 11	9135.56	Е
Товар 17427	Производитель 5	2969.45	$
Товар 17428	Производитель 4	896.1	$
Товар 17429	Производитель 10	1512.95	$
Товар 17430	Производитель 5	6841.61	$
Товар 17431	Производитель 9	6479.4	Р
Товар 17432	Производитель 1	3628.69	$
Товар 17433	Производитель 11	5351.64	Р
Товар 17434	Производитель 11	156.75	$
Товар 17435	Производитель 6	8045.44	$
Товар 17436	Производитель 10	9403.41	$
Товар 17437	Производитель 2	5045.9	Р
Товар 17438	Производитель 1	9780.31	Е
Товар 17439	Производитель 7	6185.52	$
Товар 17440	Производитель 6	772.98	Е
Товар 17441	Производитель 3	4829.48	Е
Товар 17442	Производитель 2	5487.62	Р
Товар 17443	Производитель 12	8613.97	$
Товар 17444	Производитель 6	951.41	Р
Товар 17445	Производитель 2	3536.11	$
Товар 17446	Производитель 12	7200.99	$
Товар 17447	Производитель 12	604.34	Р
Товар 17448	Производитель 6	3920.39	$
Товар 17449	Производитель 6	7314.34	Р
Товар 17450	Производитель 2	9296.35	Р
Товар 17451	Производитель 3	6220.55	$
Товар 17452	Производитель 12	6643.07	$
Товар 17453	Производитель 5	3490.7	Е
Товар 17454	Производитель 5	9893.05	Е
Товар 17455	Производитель 7	7195.29	Е
Товар 17456	Производитель 4	8510.47	$
Товар 17457	Производитель 2	6565.05	Е
Товар 17458	Производитель 6	5421.5	$
Товар 17459	Производитель 5	6463.26	Р
Товар 17460	Производитель 9	680.69	Р
Товар 17461	Производитель 2	9947.47	$
Товар 17462	Производитель 6	7418.91	$
Товар 17463	Производитель 9	4930.84	Р
Товар 17464	Производитель 11	4156.75	$
Товар 17465	Производитель 7	9407.22	Р
Товар 17466	Производитель 11	345.42	$
Товар 17467	Производитель 5	3639.03	Е
Товар 17468	Производитель 6	1795.68	$
Товар 17469	Производитель 1	5400.87	$
Товар 17470	Производитель 8	3586.18	Е
Товар 17471	Производитель 11	1070.95	Е
Товар 17472	Производитель 11	8849.08	Е
Товар 17473	Производитель 3	9010.54	Е
Товар 17474	Производитель 2	1917.75	Е
Товар 17475	Производитель 10	135.74	$
Товар 17476	Производитель 2	9079.94	Р
Товар 17477	Производитель 6	2730.29	Е
Товар 17478	Производитель 10	3264.85	Р
Товар 17479	Производитель 11	7470.37	Р
Товар 17480	Производитель 9	9478.27	$
Товар 17481	Производитель 4	6561.73	$
Товар 17482	Производитель 10	9025.1	Р
Товар 17483	Производитель 12	4840.98	$
Товар 17484	Производитель 12	3600.7	Е
Товар 17485	Производитель 6	7349.41	Р
Товар 17486	Производитель 9	734.33	Р
Товар 17487	Производитель 9	311.85	Е
Товар 17488	Производитель 11	5121.15	Е
Товар 17489	Производитель 9	1271.76	$
Товар 17490	Производитель 9	3470	$
Товар 17491	Производитель 10	3262.65	Р
Товар 17492	Производитель 1	7321.81	$
Товар 17493	Производитель 1	7653.59	Е
Товар 17494	Производитель 7	4598.4	$
Товар 17495	Производитель 10	1224.91	Р
Товар 17496	Производитель 8	3836.28	Р
Товар 17497	Производитель 7	3830.07	Р
Товар 17498	Производитель 12	2825.71	$
Товар 17499	Производитель 4	2644.97	$
Товар 17500	Производитель 2	5303.39	Р
Товар 17501	Производитель 8	2856.71	$
Товар 17502	Производитель 4	5345.45	Е
Товар 17503	Производитель 7	504.87	Е
Товар 17504	Производитель 7	6062.36	Р
Товар 17505	Производитель 10	1357.53	Р
Товар 17506	Производитель 8	4918.42	$
Товар 17507	Производитель 6	6820.4	Е
Товар 17508	Производитель 8	2834.78	$
Товар 17509	Производитель 12	2631.67	$
Товар 17510	Производитель 11	3994.53	$
Товар 17511	Производитель 8	8507.02	$
Товар 17512	Производитель 12	2709.33	$
Товар 17513	Производитель 8	7057.04	$
Товар 17514	Производитель 1	1411.24	Е
Товар 17515	Производитель 1	2359.43	Е
Товар 17516	Производитель 3	650.52	Е
Товар 17517	Производитель 5	8336.9	Е
